produced_ts_epoch_ms,module,thread_id,event,call_ts_epoch_ms,custom_data
1765444212723,CameraCapture,8576195935345713263,frame_captured,57633921,{"width":1536, "height":864}
1765444212757,CameraCapture,8576195935345713263,frame_captured,57633955,{"width":1536, "height":864}
1765444212791,CameraCapture,8576195935345713263,frame_captured,57633988,{"width":1536, "height":864}
1765444212823,CameraCapture,8576195935345713263,frame_captured,57634021,{"width":1536, "height":864}
1765444212857,CameraCapture,8576195935345713263,frame_captured,57634055,{"width":1536, "height":864}
1765444212923,CameraCapture,8576195935345713263,frame_captured,57634122,{"width":1536, "height":864}
1765444212991,CameraCapture,8576195935345713263,frame_captured,57634189,{"width":1536, "height":864}
1765444213058,CameraCapture,8576195935345713263,frame_captured,57634256,{"width":1536, "height":864}
1765444213125,CameraCapture,8576195935345713263,frame_captured,57634323,{"width":1536, "height":864}
1765444213192,CameraCapture,8576195935345713263,frame_captured,57634390,{"width":1536, "height":864}
1765444213260,CameraCapture,8576195935345713263,frame_captured,57634457,{"width":1536, "height":864}
1765444213326,CameraCapture,8576195935345713263,frame_captured,57634524,{"width":1536, "height":864}
1765444213392,CameraCapture,8576195935345713263,frame_captured,57634591,{"width":1536, "height":864}
1765444213460,CameraCapture,8576195935345713263,frame_captured,57634658,{"width":1536, "height":864}
1765444213528,CameraCapture,8576195935345713263,frame_captured,57634725,{"width":1536, "height":864}
1765444213594,CameraCapture,8576195935345713263,frame_captured,57634792,{"width":1536, "height":864}
1765444213662,CameraCapture,8576195935345713263,frame_captured,57634860,{"width":1536, "height":864}
1765444213729,CameraCapture,8576195935345713263,frame_captured,57634927,{"width":1536, "height":864}
1765444213795,CameraCapture,8576195935345713263,frame_captured,57634994,{"width":1536, "height":864}
1765444213862,CameraCapture,8576195935345713263,frame_captured,57635061,{"width":1536, "height":864}
1765444213930,CameraCapture,8576195935345713263,frame_captured,57635128,{"width":1536, "height":864}
1765444213997,CameraCapture,8576195935345713263,frame_captured,57635195,{"width":1536, "height":864}
1765444214064,CameraCapture,8576195935345713263,frame_captured,57635262,{"width":1536, "height":864}
1765444214131,CameraCapture,8576195935345713263,frame_captured,57635329,{"width":1536, "height":864}
1765444214197,CameraCapture,8576195935345713263,frame_captured,57635396,{"width":1536, "height":864}
1765444214265,CameraCapture,8576195935345713263,frame_captured,57635463,{"width":1536, "height":864}
1765444214332,CameraCapture,8576195935345713263,frame_captured,57635531,{"width":1536, "height":864}
1765444214399,CameraCapture,8576195935345713263,frame_captured,57635598,{"width":1536, "height":864}
1765444214466,CameraCapture,8576195935345713263,frame_captured,57635665,{"width":1536, "height":864}
1765444214534,CameraCapture,8576195935345713263,frame_captured,57635732,{"width":1536, "height":864}
1765444214601,CameraCapture,8576195935345713263,frame_captured,57635799,{"width":1536, "height":864}
1765444214668,CameraCapture,8576195935345713263,frame_captured,57635866,{"width":1536, "height":864}
1765444214734,CameraCapture,8576195935345713263,frame_captured,57635933,{"width":1536, "height":864}
1765444214802,CameraCapture,8576195935345713263,frame_captured,57636000,{"width":1536, "height":864}
1765444214870,CameraCapture,8576195935345713263,frame_captured,57636067,{"width":1536, "height":864}
1765444214936,CameraCapture,8576195935345713263,frame_captured,57636134,{"width":1536, "height":864}
1765444215002,CameraCapture,8576195935345713263,frame_captured,57636201,{"width":1536, "height":864}
1765444215071,CameraCapture,8576195935345713263,frame_captured,57636269,{"width":1536, "height":864}
