produced_ts_epoch_ms,call_ts_epoch_ms,module,event,thread_id,cam_frame_id,cam_exposure_ms,cam_isp_latency_ms,cam_buffer_usage_percent,image_proc_ms,tpu_inference_ms,tpu_temp_c,tpu_model_score,tpu_class_id,logic_target_dist_m,logic_ballistic_drop_m,logic_windage_m,logic_servo_x_cmd,logic_servo_y_cmd,logic_solution_time_ms,enc_process_ms,enc_bitrate_mbps,enc_queue_depth,sys_cpu_temp_c,sys_cpu_usage_pct,sys_ram_usage_pct,sys_voltage_v
422,422,SystemMonitor,system_stats,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.8,25,48.5611,0
586,586,CameraCapture,frame_captured,0,0,7,0.199866,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
616,617,CameraCapture,frame_captured,0,1,7,0.252843,0.666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
649,650,CameraCapture,frame_captured,0,2,7,0.237047,1.33333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
661,662,ImageProcessor_TPU,frame_processed,0,0,7,0.741271,0.666667,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
662,662,ImageProcessor_TPU,frame_processed,0,1,7,0.810488,1.33333,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
662,663,ImageProcessor_TPU,frame_processed,0,2,7,0.789155,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
693,694,CameraCapture,frame_captured,0,3,7,0.223361,2.66667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
694,695,ImageProcessor_TPU,frame_processed,0,3,7,0.82708,3.33333,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
695,696,InferenceEngine,inference_complete,0,0,NaN,NaN,NaN,3,33.574,0,0.988223,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
696,586,Logic,frame_complete,-6060742581198348300,0,7,0.741271,0.666667,3,34,0,0.988223,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
703,704,ImageProcessor_Viz,frame_processed,0,0,7,0.341128,NaN,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
713,714,ImageProcessor_Viz,frame_processed,0,1,7,0.345683,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716,717,InferenceEngine,inference_complete,0,1,NaN,NaN,NaN,1,20.959,0,0.98038,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
717,616,Logic,frame_complete,-6060742581198348300,1,7,0.810488,1.33333,1,21,0,0.98038,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
720,720,CameraCapture,frame_captured,0,4,7,0.20554,3.66667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
721,722,ImageProcessor_TPU,frame_processed,0,4,7,0.850148,4.33333,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
723,724,ImageProcessor_Viz,frame_processed,0,2,7,0.338573,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
732,733,ImageProcessor_Viz,frame_processed,0,3,7,0.389016,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
737,738,InferenceEngine,inference_complete,0,2,NaN,NaN,NaN,0,20.634,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
738,649,Logic,frame_complete,-6060742581198348300,2,7,0.789155,2,0,20,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
741,742,ImageProcessor_Viz,frame_processed,0,4,7,0.385868,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
751,752,CameraCapture,frame_captured,0,5,7,1.06594,5.33333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
752,753,ImageProcessor_TPU,frame_processed,0,5,7,1.66645,6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
757,758,InferenceEngine,inference_complete,0,3,NaN,NaN,NaN,1,19.621,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
757,693,Logic,frame_complete,-6060742581198348300,3,7,0.82708,3.33333,1,19,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
760,760,ImageProcessor_Viz,frame_processed,0,5,7,0.368035,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
776,777,InferenceEngine,inference_complete,0,4,NaN,NaN,NaN,1,18.245,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
776,720,Logic,frame_complete,-6060742581198348300,4,7,0.850148,4.33333,1,19,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
782,783,CameraCapture,frame_captured,0,6,7,0.149985,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
784,784,ImageProcessor_TPU,frame_processed,0,6,7,0.794963,6.66667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
790,791,ImageProcessor_Viz,frame_processed,0,6,7,0.349091,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
796,797,InferenceEngine,inference_complete,0,5,NaN,NaN,NaN,1,20.081,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
796,751,Logic,frame_complete,-6060742581198348300,5,7,1.66645,6,1,20,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
814,815,CameraCapture,frame_captured,0,7,7,0.187671,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815,815,InferenceEngine,inference_complete,0,6,NaN,NaN,NaN,1,18.228,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815,782,Logic,frame_complete,-6060742581198348300,6,7,0.794963,6.66667,1,19,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
816,817,ImageProcessor_TPU,frame_processed,0,7,7,0.816687,7.66667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823,824,ImageProcessor_Viz,frame_processed,0,7,7,0.399831,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
835,835,InferenceEngine,inference_complete,0,7,NaN,NaN,NaN,1,18.569,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
835,815,Logic,frame_complete,-6060742581198348300,7,7,0.816687,7.66667,1,18,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
849,849,CameraCapture,frame_captured,0,8,7,0.146628,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
850,851,ImageProcessor_TPU,frame_processed,0,8,7,0.705107,8.66667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
857,858,ImageProcessor_Viz,frame_processed,0,8,7,0.344424,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
869,870,InferenceEngine,inference_complete,0,8,NaN,NaN,NaN,1,18.596,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
869,849,Logic,frame_complete,-6060742581198348300,8,7,0.705107,8.66667,1,19,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
881,882,CameraCapture,frame_captured,0,9,7,0.150373,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
882,882,ImageProcessor_TPU,frame_processed,0,9,7,0.71937,9.66667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889,890,ImageProcessor_Viz,frame_processed,0,9,7,0.35411,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
901,902,InferenceEngine,inference_complete,0,9,NaN,NaN,NaN,1,18.874,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
901,881,Logic,frame_complete,-6060742581198348300,9,7,0.71937,9.66667,1,19,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
914,915,CameraCapture,frame_captured,0,10,7,0.221428,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
915,916,ImageProcessor_TPU,frame_processed,0,10,7,1.24487,10.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923,923,ImageProcessor_Viz,frame_processed,0,10,7,0.360516,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
934,935,InferenceEngine,inference_complete,0,10,NaN,NaN,NaN,0,18.791,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
935,914,Logic,frame_complete,-6060742581198348300,10,7,1.24487,10.6667,0,18,0,0.996066,13,0,0,0,0.5,0.5,0,0,0,0,51.8,25,48.5611,0
947,948,CameraCapture,frame_captured,0,11,7,0.139241,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
948,949,ImageProcessor_TPU,frame_processed,0,11,7,0.756349,11.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
955,956,ImageProcessor_Viz,frame_processed,0,11,7,0.332202,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
967,968,InferenceEngine,inference_complete,0,11,NaN,NaN,NaN,0,18.654,0,0.996066,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
