produced_ts_epoch_ms,call_ts_epoch_ms,module,event,thread_id,cam_frame_id,cam_exposure_ms,cam_isp_latency_ms,cam_buffer_usage_percent,image_proc_ms,tpu_inference_ms,tpu_temp_c,tpu_model_score,tpu_class_id,logic_target_dist_m,logic_ballistic_drop_m,logic_windage_m,logic_servo_x_cmd,logic_servo_y_cmd,logic_solution_time_ms,enc_process_ms,enc_bitrate_mbps,enc_queue_depth,sys_cpu_temp_c,sys_cpu_usage_pct,sys_ram_usage_pct,sys_voltage_v
1122,1125,ImageProcessor_TPU,frame_processed,0,15,7,0.715264,15.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1128,1131,ImageProcessor_Viz,frame_processed,0,15,7,0.33846,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1141,1144,InferenceEngine,inference_complete,0,15,NaN,NaN,NaN,0,18.701,0,0.501955,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1141,1120,Logic,frame_complete,8627429228314481512,15,7,0.715264,15.6667,0,19,0,0.501955,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1155,1157,CameraCapture,frame_captured,0,16,7,0.143084,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1156,1159,ImageProcessor_TPU,frame_processed,0,16,7,0.735747,16.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1162,1165,ImageProcessor_Viz,frame_processed,0,16,7,0.353368,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1175,1178,InferenceEngine,inference_complete,0,16,NaN,NaN,NaN,0,18.751,0,0.682344,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1175,1154,Logic,frame_complete,8627429228314481512,16,7,0.735747,16.6667,0,19,0,0.682344,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1187,1190,CameraCapture,frame_captured,0,17,7,0.136556,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1188,1191,ImageProcessor_TPU,frame_processed,0,17,7,0.731293,17.6667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1195,1198,ImageProcessor_Viz,frame_processed,0,17,7,0.346757,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1207,1210,InferenceEngine,inference_complete,0,17,NaN,NaN,NaN,1,18.714,0,0.647051,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1207,1187,Logic,frame_complete,8627429228314481512,17,7,0.731293,17.6667,1,19,0,0.647051,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1221,1224,CameraCapture,frame_captured,0,18,7,0.138074,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1222,1225,ImageProcessor_TPU,frame_processed,0,18,7,0.751385,18.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1229,1232,ImageProcessor_Viz,frame_processed,0,18,7,0.355442,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1241,1244,InferenceEngine,inference_complete,0,18,NaN,NaN,NaN,0,18.576,0,0.713717,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1241,1221,Logic,frame_complete,8627429228314481512,18,7,0.751385,18.6667,0,19,0,0.713717,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1254,1257,CameraCapture,frame_captured,0,19,7,0.14601,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1256,1259,ImageProcessor_TPU,frame_processed,0,19,7,1.30517,19.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1262,1264,ImageProcessor_Viz,frame_processed,0,19,7,0.344183,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278,1280,InferenceEngine,inference_complete,0,19,NaN,NaN,NaN,0,21.293,0,0.87842,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278,1253,Logic,frame_complete,8627429228314481512,19,7,1.30517,19.6667,0,21,0,0.87842,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1289,1292,CameraCapture,frame_captured,0,20,7,0.140006,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1290,1293,ImageProcessor_TPU,frame_processed,0,20,7,0.721076,20.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1297,1300,ImageProcessor_Viz,frame_processed,0,20,7,0.340776,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1309,1312,InferenceEngine,inference_complete,0,20,NaN,NaN,NaN,0,19.042,0,0.960772,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1309,1288,Logic,frame_complete,8627429228314481512,20,7,0.721076,20.6667,0,19,0,0.960772,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1321,1323,CameraCapture,frame_captured,0,21,7,0.169353,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1322,1325,ImageProcessor_TPU,frame_processed,0,21,7,1.13996,21.6667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1328,1331,ImageProcessor_Viz,frame_processed,0,21,7,0.444053,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1342,1344,InferenceEngine,inference_complete,0,21,NaN,NaN,NaN,1,18.955,0,0.98038,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1342,1320,Logic,frame_complete,8627429228314481512,21,7,1.13996,21.6667,1,19,0,0.98038,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1354,1357,CameraCapture,frame_captured,0,22,7,0.153897,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1355,1358,ImageProcessor_TPU,frame_processed,0,22,7,0.852541,22.6667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1361,1364,ImageProcessor_Viz,frame_processed,0,22,7,0.33722,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1374,1377,InferenceEngine,inference_complete,0,22,NaN,NaN,NaN,0,18.789,0,0.972537,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1374,1353,Logic,frame_complete,8627429228314481512,22,7,0.852541,22.6667,0,19,0,0.972537,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1387,1390,CameraCapture,frame_captured,0,23,7,0.142031,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1388,1391,ImageProcessor_TPU,frame_processed,0,23,7,0.760545,23.6667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1395,1398,ImageProcessor_Viz,frame_processed,0,23,7,0.333849,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1407,1410,InferenceEngine,inference_complete,0,23,NaN,NaN,NaN,1,18.782,0,0.933322,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1407,1387,Logic,frame_complete,8627429228314481512,23,7,0.760545,23.6667,1,19,0,0.933322,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1422,1425,CameraCapture,frame_captured,0,24,7,0.14773,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1423,1426,ImageProcessor_TPU,frame_processed,0,24,7,0.762244,24.6667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1430,1432,ImageProcessor_Viz,frame_processed,0,24,7,0.333961,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1442,1445,InferenceEngine,inference_complete,0,24,NaN,NaN,NaN,1,18.848,0,0.992145,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1442,1421,Logic,frame_complete,8627429228314481512,24,7,0.762244,24.6667,1,19,0,0.992145,13,0,0,0,0.5,0.5,0,0,0,0,43,26.3158,44.0666,0
1454,1457,CameraCapture,frame_captured,0,25,7,0.150041,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1455,1458,ImageProcessor_TPU,frame_processed,0,25,7,0.779907,25.6667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1462,1464,ImageProcessor_Viz,frame_processed,0,25,7,0.334202,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
