produced_ts_epoch_ms,module,thread_id,event,call_ts_epoch_ms,custom_data
1765440147847,InferenceEngine,-8051597144300862013,inference_done,53569007,{"inference_ms":25}
1765440147856,InferenceEngine,-8051597144300862013,inference_done,53569040,{"inference_ms":8}
1765440147894,InferenceEngine,-8051597144300862013,inference_done,53569074,{"inference_ms":7}
1765440147921,InferenceEngine,-8051597144300862013,inference_done,53569107,{"inference_ms":7}
1765440147959,InferenceEngine,-8051597144300862013,inference_done,53569140,{"inference_ms":7}
1765440148027,InferenceEngine,-8051597144300862013,inference_done,53569208,{"inference_ms":6}
1765440148095,InferenceEngine,-8051597144300862013,inference_done,53569275,{"inference_ms":6}
1765440148164,InferenceEngine,-8051597144300862013,inference_done,53569342,{"inference_ms":6}
1765440148221,InferenceEngine,-8051597144300862013,inference_done,53569409,{"inference_ms":6}
1765440148289,InferenceEngine,-8051597144300862013,inference_done,53569476,{"inference_ms":7}
1765440148358,InferenceEngine,-8051597144300862013,inference_done,53569543,{"inference_ms":8}
1765440148426,InferenceEngine,-8051597144300862013,inference_done,53569610,{"inference_ms":6}
1765440148493,InferenceEngine,-8051597144300862013,inference_done,53569677,{"inference_ms":6}
1765440148561,InferenceEngine,-8051597144300862013,inference_done,53569744,{"inference_ms":7}
1765440148629,InferenceEngine,-8051597144300862013,inference_done,53569811,{"inference_ms":6}
1765440148696,InferenceEngine,-8051597144300862013,inference_done,53569879,{"inference_ms":6}
1765440148764,InferenceEngine,-8051597144300862013,inference_done,53569946,{"inference_ms":6}
1765440148831,InferenceEngine,-8051597144300862013,inference_done,53570013,{"inference_ms":6}
1765440148898,InferenceEngine,-8051597144300862013,inference_done,53570080,{"inference_ms":6}
1765440148965,InferenceEngine,-8051597144300862013,inference_done,53570147,{"inference_ms":6}
1765440149032,InferenceEngine,-8051597144300862013,inference_done,53570214,{"inference_ms":6}
1765440149100,InferenceEngine,-8051597144300862013,inference_done,53570281,{"inference_ms":6}
1765440149167,InferenceEngine,-8051597144300862013,inference_done,53570348,{"inference_ms":6}
1765440149234,InferenceEngine,-8051597144300862013,inference_done,53570415,{"inference_ms":6}
1765440149307,InferenceEngine,-8051597144300862013,inference_done,53570482,{"inference_ms":9}
1765440149368,InferenceEngine,-8051597144300862013,inference_done,53570549,{"inference_ms":6}
1765440149433,InferenceEngine,-8051597144300862013,inference_done,53570617,{"inference_ms":6}
1765440149500,InferenceEngine,-8051597144300862013,inference_done,53570684,{"inference_ms":6}
1765440149567,InferenceEngine,-8051597144300862013,inference_done,53570751,{"inference_ms":6}
1765440149635,InferenceEngine,-8051597144300862013,inference_done,53570818,{"inference_ms":6}
1765440149702,InferenceEngine,-8051597144300862013,inference_done,53570885,{"inference_ms":6}
1765440149770,InferenceEngine,-8051597144300862013,inference_done,53570952,{"inference_ms":7}
1765440149837,InferenceEngine,-8051597144300862013,inference_done,53571019,{"inference_ms":6}
