produced_ts_epoch_ms,module,thread_id,event,call_ts_epoch_ms,camera_frame_id,camera_width,camera_height,camera_exposure_ms,camera_copy_time_ms,tpu_inference_ms,tpu_input_w,tpu_input_h,tpu_temp_c,encoder_encode_ms,encoder_total_encoded_frames,encoder_average_fps,logic_metric_ballistics,logic_metric_hit_scan,logic_metric_servo_actuation,sysmon_cpu_temp_c,sysmon_cpu_usage_percent,sysmon_mem_usage_percent,p50_latency_ms,p95_latency_ms,p99_latency_ms,average_fps,total_frames_processed_or_inferences,average_latency_ms,details
1765570211522,InferenceEngine,4983896139603681267,inference_done,1765570211010,-1,-1,-1,-1,-1,26,300,300,32.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211540,InferenceEngine,4983896139603681267,inference_done,1765570211043,-1,-1,-1,-1,-1,7,300,300,32.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211568,InferenceEngine,4983896139603681267,inference_done,1765570211075,-1,-1,-1,-1,-1,7,300,300,32.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211605,InferenceEngine,4983896139603681267,inference_done,1765570211109,-1,-1,-1,-1,-1,6,300,300,32.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211643,InferenceEngine,4983896139603681267,inference_done,1765570211142,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211671,InferenceEngine,4983896139603681267,inference_done,1765570211182,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211718,InferenceEngine,4983896139603681267,inference_done,1765570211223,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211757,InferenceEngine,4983896139603681267,inference_done,1765570211262,-1,-1,-1,-1,-1,8,300,300,32.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211794,InferenceEngine,4983896139603681267,inference_done,1765570211301,-1,-1,-1,-1,-1,6,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211842,InferenceEngine,4983896139603681267,inference_done,1765570211345,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211879,InferenceEngine,4983896139603681267,inference_done,1765570211388,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211927,InferenceEngine,4983896139603681267,inference_done,1765570211432,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570211964,InferenceEngine,4983896139603681267,inference_done,1765570211476,-1,-1,-1,-1,-1,6,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212012,InferenceEngine,4983896139603681267,inference_done,1765570211519,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212059,InferenceEngine,4983896139603681267,inference_done,1765570211563,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212097,InferenceEngine,4983896139603681267,inference_done,1765570211607,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212144,InferenceEngine,4983896139603681267,inference_done,1765570211651,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212192,InferenceEngine,4983896139603681267,inference_done,1765570211694,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212229,InferenceEngine,4983896139603681267,inference_done,1765570211738,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212277,InferenceEngine,4983896139603681267,inference_done,1765570211782,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212325,InferenceEngine,4983896139603681267,inference_done,1765570211826,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212363,InferenceEngine,4983896139603681267,inference_done,1765570211869,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212411,InferenceEngine,4983896139603681267,inference_done,1765570211913,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212448,InferenceEngine,4983896139603681267,inference_done,1765570211957,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212496,InferenceEngine,4983896139603681267,inference_done,1765570212001,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212533,InferenceEngine,4983896139603681267,inference_done,1765570212044,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212743,InferenceEngine,4983896139603681267,inference_done,1765570212087,-1,-1,-1,-1,-1,8,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212752,InferenceEngine,4983896139603681267,inference_done,1765570212131,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212759,InferenceEngine,4983896139603681267,inference_done,1765570212175,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212767,InferenceEngine,4983896139603681267,inference_done,1765570212219,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212775,InferenceEngine,4983896139603681267,inference_done,1765570212262,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212802,InferenceEngine,4983896139603681267,inference_done,1765570212306,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212850,InferenceEngine,4983896139603681267,inference_done,1765570212351,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212888,InferenceEngine,4983896139603681267,inference_done,1765570212394,-1,-1,-1,-1,-1,8,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212936,InferenceEngine,4983896139603681267,inference_done,1765570212437,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570212975,InferenceEngine,4983896139603681267,inference_done,1765570212481,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213022,InferenceEngine,4983896139603681267,inference_done,1765570212526,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213061,InferenceEngine,4983896139603681267,inference_done,1765570212569,-1,-1,-1,-1,-1,8,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213109,InferenceEngine,4983896139603681267,inference_done,1765570212612,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213147,InferenceEngine,4983896139603681267,inference_done,1765570212656,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213194,InferenceEngine,4983896139603681267,inference_done,1765570212700,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213242,InferenceEngine,4983896139603681267,inference_done,1765570212744,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213280,InferenceEngine,4983896139603681267,inference_done,1765570212787,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213328,InferenceEngine,4983896139603681267,inference_done,1765570212831,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213366,InferenceEngine,4983896139603681267,inference_done,1765570212875,-1,-1,-1,-1,-1,7,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213414,InferenceEngine,4983896139603681267,inference_done,1765570212919,-1,-1,-1,-1,-1,7,300,300,32.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213461,InferenceEngine,4983896139603681267,inference_done,1765570212962,-1,-1,-1,-1,-1,6,300,300,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213499,InferenceEngine,4983896139603681267,inference_done,1765570213006,-1,-1,-1,-1,-1,7,300,300,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1765570213547,InferenceEngine,4983896139603681267,inference_done,1765570213051,-1,-1,-1,-1,-1,7,300,300,33.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
